"","uid","Passwordscheme","Totallogin","Totalsuccess","Totalfail","SorF","time"
"80","ast108","testtextrandom",19,19,0,"success",0
"81","ast108","testtextrandom",19,19,0,"success",0
"82","ast108","testtextrandom",19,19,0,"success",0
"83","ast108","testtextrandom",19,19,0,"success",0
"84","ast108","testtextrandom",19,19,0,"success",0
"85","ast108","testtextrandom",19,19,0,"success",0
"86","ast108","testtextrandom",19,19,0,"success",0
"87","ast108","testtextrandom",19,19,0,"success",0
"88","ast108","testtextrandom",19,19,0,"success",0
"89","ast108","testtextrandom",19,19,0,"success",1
"90","ast108","testtextrandom",19,19,0,"success",0
"91","ast108","testtextrandom",19,19,0,"success",0
"92","ast108","testtextrandom",19,19,0,"success",0
"93","ast108","testtextrandom",19,19,0,"success",0
"94","ast108","testtextrandom",19,19,0,"success",0
"95","ast108","testtextrandom",19,19,0,"success",0
"96","ast108","testtextrandom",19,19,0,"success",0
"97","ast108","testtextrandom",19,19,0,"success",0
"98","ast108","testtextrandom",19,19,0,"success",0
