"","uid","Passwordscheme","Totallogin","Totalsuccess","Totalfail","SorF","time"
"59","ast107","testtextrandom",21,15,6,"success",0
"60","ast107","testtextrandom",21,15,6,"success",0
"61","ast107","testtextrandom",21,15,6,"success",0
"62","ast107","testtextrandom",21,15,6,"failure",0
"63","ast107","testtextrandom",21,15,6,"failure",0
"64","ast107","testtextrandom",21,15,6,"success",0
"65","ast107","testtextrandom",21,15,6,"success",0
"66","ast107","testtextrandom",21,15,6,"success",0
"67","ast107","testtextrandom",21,15,6,"success",0
"68","ast107","testtextrandom",21,15,6,"failure",0
"69","ast107","testtextrandom",21,15,6,"success",0
"70","ast107","testtextrandom",21,15,6,"success",0
"71","ast107","testtextrandom",21,15,6,"failure",0
"72","ast107","testtextrandom",21,15,6,"success",0
"73","ast107","testtextrandom",21,15,6,"success",0
"74","ast107","testtextrandom",21,15,6,"success",0
"75","ast107","testtextrandom",21,15,6,"failure",0
"76","ast107","testtextrandom",21,15,6,"failure",0
"77","ast107","testtextrandom",21,15,6,"success",0
"78","ast107","testtextrandom",21,15,6,"success",0
"79","ast107","testtextrandom",21,15,6,"success",0
