"","uid","Passwordscheme","Totallogin","Totalsuccess","Totalfail","SorF","time"
"284","ast138","testtextrandom",16,16,0,"success",1
"285","ast138","testtextrandom",16,16,0,"success",0
"286","ast138","testtextrandom",16,16,0,"success",0
"287","ast138","testtextrandom",16,16,0,"success",0
"288","ast138","testtextrandom",16,16,0,"success",0
"289","ast138","testtextrandom",16,16,0,"success",1
"290","ast138","testtextrandom",16,16,0,"success",0
"291","ast138","testtextrandom",16,16,0,"success",1
"292","ast138","testtextrandom",16,16,0,"success",0
"293","ast138","testtextrandom",16,16,0,"success",1
"294","ast138","testtextrandom",16,16,0,"success",0
"295","ast138","testtextrandom",16,16,0,"success",0
"296","ast138","testtextrandom",16,16,0,"success",1
"297","ast138","testtextrandom",16,16,0,"success",1
"298","ast138","testtextrandom",16,16,0,"success",0
"299","ast138","testtextrandom",16,16,0,"success",0
