"","uid","Passwordscheme","Totallogin","Totalsuccess","Totalfail","SorF","time"
"220","ast131","testtextrandom",21,15,6,"success",1
"221","ast131","testtextrandom",21,15,6,"success",0
"222","ast131","testtextrandom",21,15,6,"success",1
"223","ast131","testtextrandom",21,15,6,"failure",0
"224","ast131","testtextrandom",21,15,6,"failure",0
"225","ast131","testtextrandom",21,15,6,"failure",0
"226","ast131","testtextrandom",21,15,6,"failure",1
"227","ast131","testtextrandom",21,15,6,"failure",0
"228","ast131","testtextrandom",21,15,6,"success",0
"229","ast131","testtextrandom",21,15,6,"failure",0
"230","ast131","testtextrandom",21,15,6,"success",1
"231","ast131","testtextrandom",21,15,6,"success",0
"232","ast131","testtextrandom",21,15,6,"success",0
"233","ast131","testtextrandom",21,15,6,"success",0
"234","ast131","testtextrandom",21,15,6,"success",0
"235","ast131","testtextrandom",21,15,6,"success",0
"236","ast131","testtextrandom",21,15,6,"success",0
"237","ast131","testtextrandom",21,15,6,"success",0
"238","ast131","testtextrandom",21,15,6,"success",0
"239","ast131","testtextrandom",21,15,6,"success",1
"240","ast131","testtextrandom",21,15,6,"success",0
