"","uid","Passwordscheme","Totallogin","Totalsuccess","Totalfail","SorF","time"
"18","ast104","testtextrandom",26,16,10,"success",1
"19","ast104","testtextrandom",26,16,10,"failure",0
"20","ast104","testtextrandom",26,16,10,"failure",0
"21","ast104","testtextrandom",26,16,10,"failure",0
"22","ast104","testtextrandom",26,16,10,"failure",1
"23","ast104","testtextrandom",26,16,10,"failure",1
"24","ast104","testtextrandom",26,16,10,"failure",1
"25","ast104","testtextrandom",26,16,10,"success",0
"26","ast104","testtextrandom",26,16,10,"failure",0
"27","ast104","testtextrandom",26,16,10,"failure",0
"28","ast104","testtextrandom",26,16,10,"failure",0
"29","ast104","testtextrandom",26,16,10,"success",1
"30","ast104","testtextrandom",26,16,10,"success",0
"31","ast104","testtextrandom",26,16,10,"success",0
"32","ast104","testtextrandom",26,16,10,"success",0
"33","ast104","testtextrandom",26,16,10,"success",0
"34","ast104","testtextrandom",26,16,10,"success",0
"35","ast104","testtextrandom",26,16,10,"failure",0
"36","ast104","testtextrandom",26,16,10,"success",0
"37","ast104","testtextrandom",26,16,10,"success",0
"38","ast104","testtextrandom",26,16,10,"success",0
"39","ast104","testtextrandom",26,16,10,"success",0
"40","ast104","testtextrandom",26,16,10,"success",0
"41","ast104","testtextrandom",26,16,10,"success",0
"42","ast104","testtextrandom",26,16,10,"success",0
"43","ast104","testtextrandom",26,16,10,"success",0
