"","uid","Passwordscheme","Totallogin","Totalsuccess","Totalfail","SorF","time"
"276","ipt145","testpasstiles",16,15,1,"success",0
"277","ipt145","testpasstiles",16,15,1,"success",0
"278","ipt145","testpasstiles",16,15,1,"success",1
"279","ipt145","testpasstiles",16,15,1,"success",1
"280","ipt145","testpasstiles",16,15,1,"success",0
"281","ipt145","testpasstiles",16,15,1,"failure",1
"282","ipt145","testpasstiles",16,15,1,"success",1
"283","ipt145","testpasstiles",16,15,1,"success",1
"284","ipt145","testpasstiles",16,15,1,"success",1
"285","ipt145","testpasstiles",16,15,1,"success",0
"286","ipt145","testpasstiles",16,15,1,"success",0
"287","ipt145","testpasstiles",16,15,1,"success",0
"288","ipt145","testpasstiles",16,15,1,"success",0
"289","ipt145","testpasstiles",16,15,1,"success",0
"290","ipt145","testpasstiles",16,15,1,"success",1
"291","ipt145","testpasstiles",16,15,1,"success",0
