"","uid","Passwordscheme","Totallogin","Totalsuccess","Totalfail","SorF","time"
"184","ipt133","testpasstiles",16,15,1,"failure",0
"185","ipt133","testpasstiles",16,15,1,"success",0
"186","ipt133","testpasstiles",16,15,1,"success",0
"187","ipt133","testpasstiles",16,15,1,"success",1
"188","ipt133","testpasstiles",16,15,1,"success",0
"189","ipt133","testpasstiles",16,15,1,"success",1
"190","ipt133","testpasstiles",16,15,1,"success",1
"191","ipt133","testpasstiles",16,15,1,"success",0
"192","ipt133","testpasstiles",16,15,1,"success",0
"193","ipt133","testpasstiles",16,15,1,"success",0
"194","ipt133","testpasstiles",16,15,1,"success",2.98680555555556
"195","ipt133","testpasstiles",16,15,1,"success",0
"196","ipt133","testpasstiles",16,15,1,"success",0
"197","ipt133","testpasstiles",16,15,1,"success",0
"198","ipt133","testpasstiles",16,15,1,"success",0
"199","ipt133","testpasstiles",16,15,1,"success",0
