"","uid","Passwordscheme","Totallogin","Totalsuccess","Totalfail","SorF","time"
"122","ipt113","testpasstiles",29,17,12,"success",0
"123","ipt113","testpasstiles",29,17,12,"success",0
"124","ipt113","testpasstiles",29,17,12,"success",0
"125","ipt113","testpasstiles",29,17,12,"failure",0
"126","ipt113","testpasstiles",29,17,12,"failure",1
"127","ipt113","testpasstiles",29,17,12,"failure",0
"128","ipt113","testpasstiles",29,17,12,"failure",0
"129","ipt113","testpasstiles",29,17,12,"success",0
"130","ipt113","testpasstiles",29,17,12,"success",2
"131","ipt113","testpasstiles",29,17,12,"success",0
"132","ipt113","testpasstiles",29,17,12,"success",0
"133","ipt113","testpasstiles",29,17,12,"failure",0
"134","ipt113","testpasstiles",29,17,12,"failure",0
"135","ipt113","testpasstiles",29,17,12,"failure",0
"136","ipt113","testpasstiles",29,17,12,"failure",0
"137","ipt113","testpasstiles",29,17,12,"success",0
"138","ipt113","testpasstiles",29,17,12,"success",0
"139","ipt113","testpasstiles",29,17,12,"failure",0
"140","ipt113","testpasstiles",29,17,12,"success",0
"141","ipt113","testpasstiles",29,17,12,"failure",0
"142","ipt113","testpasstiles",29,17,12,"failure",0
"143","ipt113","testpasstiles",29,17,12,"success",1
"144","ipt113","testpasstiles",29,17,12,"success",0
"145","ipt113","testpasstiles",29,17,12,"success",0
"146","ipt113","testpasstiles",29,17,12,"success",0
"147","ipt113","testpasstiles",29,17,12,"failure",1
"148","ipt113","testpasstiles",29,17,12,"success",0
"149","ipt113","testpasstiles",29,17,12,"success",0
"150","ipt113","testpasstiles",29,17,12,"success",0
