"","uid","Passwordscheme","Totallogin","Totalsuccess","Totalfail","SorF","time"
"151","ipt119","testpasstiles",18,16,2,"success",1
"152","ipt119","testpasstiles",18,16,2,"success",0
"153","ipt119","testpasstiles",18,16,2,"success",1
"154","ipt119","testpasstiles",18,16,2,"success",0
"155","ipt119","testpasstiles",18,16,2,"failure",0
"156","ipt119","testpasstiles",18,16,2,"failure",0
"157","ipt119","testpasstiles",18,16,2,"success",0
"158","ipt119","testpasstiles",18,16,2,"success",0
"159","ipt119","testpasstiles",18,16,2,"success",0
"160","ipt119","testpasstiles",18,16,2,"success",1
"161","ipt119","testpasstiles",18,16,2,"success",0
"162","ipt119","testpasstiles",18,16,2,"success",1
"163","ipt119","testpasstiles",18,16,2,"success",1
"164","ipt119","testpasstiles",18,16,2,"success",1
"165","ipt119","testpasstiles",18,16,2,"success",0
"166","ipt119","testpasstiles",18,16,2,"success",0
"167","ipt119","testpasstiles",18,16,2,"success",1
"168","ipt119","testpasstiles",18,16,2,"success",0
